id_cliente,monto_solicitado,antiguedad_empresa_meses,rubro,estado_empresa,id_ejecutivo_venta,score_equifax,consultas_equifax_ultimos_6m,unidad_gestion_asignada,tasa_interes_asignada,target_default
12443,12916.0,89,Manufactura,Activa,743,669.0,,Comercial_Norte,16.81,0
12444,63055.0,67,Servicios,Activa,547,705.0,6.0,Comercial_Sur,17.3,0
12445,24285.0,79,Comercio,Activa,190,379.0,6.0,Comercial_Digital,21.68,0
12446,44837.0,93,Servicios,Activa,762,466.0,4.0,Comercial_Digital,19.83,0
12447,45953.0,50,Comercio,Activa,415,351.0,3.0,Comercial_Sur,22.12,0
12448,30106.0,29,Comercio,Activa,385,687.0,4.0,Comercial_Norte,18.29,0
12449,19399.0,74,Comercio,Activa,142,620.0,-1.0,Comercial_Norte,18.5,0
12450,20901.0,32,Comercio,Activa,315,742.0,4.0,Comercial_Norte,14.89,0
12451,17449.0,87,Servicios,Activa,915,533.0,,Unidad_Activos_Especiales,18.16,1
12452,18668.0,39,Servicios,Activa,362,824.0,4.0,Comercial_Sur,15.4,0
12453,34415.0,9,Servicios,Activa,186,506.0,4.0,Comercial_Norte,18.75,0
12454,20484.0,101,Agricultura,Activa,841,563.0,3.0,Comercial_Norte,18.92,0
12455,62670.0,116,Comercio,Activa,898,641.0,5.0,Comercial_Sur,16.78,0
12456,119348.0,104,Servicios,Activa,217,529.0,3.0,Comercial_Norte,19.88,0
12457,22833.0,14,Servicios,Activa,845,642.0,3.0,Comercial_Sur,16.32,0
12458,43981.0,68,Servicios,Activa,118,589.0,5.0,Comercial_Norte,18.47,0
12459,54163.0,64,Servicios,Activa,151,583.0,3.0,Comercial_Digital,17.81,0
12460,52976.0,20,Comercio,Activa,850,587.0,7.0,Comercial_Norte,18.14,0
12461,38591.0,28,Servicios,Activa,605,671.0,,Comercial_Digital,17.06,0
12462,65785.0,14,Comercio,Activa,935,566.0,5.0,Comercial_Sur,19.64,0
12463,53412.0,44,Comercio,Activa,604,488.0,6.0,Comercial_Norte,19.6,0
12464,13492.0,98,Manufactura,Activa,233,537.0,4.0,Comercial_Norte,19.93,1
12465,72789.0,77,Servicios,Activa,863,537.0,1.0,Comercial_Norte,18.06,0
12466,73853.0,95,Comercio,Activa,989,500.0,5.0,Comercial_Norte,17.86,0
12467,19720.0,97,Agricultura,Activa,310,427.0,6.0,Comercial_Digital,21.06,0
12468,37435.0,116,Manufactura,Activa,415,693.0,3.0,Comercial_Norte,16.3,0
12469,62734.0,39,Servicios,Activa,574,666.0,6.0,Comercial_Sur,15.96,0
12470,30716.0,28,Comercio,Activa,599,741.0,2.0,Comercial_Norte,14.85,0
12471,85681.0,64,Comercio,Activa,448,600.0,4.0,Comercial_Sur,17.11,0
12472,240650.0,89,Servicios,Activa,217,708.0,3.0,Comercial_Digital,16.69,0
12473,19365.0,32,Servicios,Activa,751,506.0,1.0,Comercial_Sur,19.05,0
12474,12030.0,9,Comercio,Activa,265,409.0,5.0,Comercial_Digital,19.43,0
12475,46307.0,28,Comercio,Activa,240,525.0,2.0,Comercial_Digital,18.55,0
12476,64683.0,95,Servicios,Activa,607,579.0,5.0,Comercial_Digital,17.56,0
12477,30191.0,17,Manufactura,Activa,127,636.0,2.0,Comercial_Sur,16.39,0
12478,116147.0,117,Agricultura,Activa,104,728.0,1.0,Comercial_Sur,17.05,0
12479,12446.0,87,Servicios,Activa,273,632.0,3.0,Comercial_Sur,17.43,0
12480,63217.0,77,Comercio,Activa,913,756.0,,Unidad_Activos_Especiales,17.93,1
12481,22366.0,55,Agricultura,Activa,948,542.0,,Unidad_Activos_Especiales,19.63,1
12482,143703.0,10,Manufactura,Activa,254,610.0,4.0,Comercial_Digital,18.66,0
12483,178798.0,80,Comercio,Activa,509,634.0,4.0,Comercial_Sur,17.64,0
12484,19667.0,6,Servicios,Activa,857,638.0,4.0,Comercial_Sur,18.83,0
12485,23397.0,48,Comercio,Activa,161,636.0,8.0,Comercial_Digital,18.71,0
12486,72234.0,75,Comercio,Activa,295,477.0,4.0,Comercial_Sur,20.07,0
12487,26643.0,116,Comercio,Activa,683,685.0,0.0,Comercial_Norte,13.97,0
12488,35020.0,67,Comercio,Activa,189,851.0,3.0,Comercial_Norte,12.2,0
12489,37061.0,92,Servicios,Activa,708,512.0,4.0,Comercial_Digital,18.59,0
12490,7819.0,41,Comercio,Activa,739,596.0,1.0,Comercial_Digital,18.29,0
12491,35916.0,79,Comercio,Activa,495,463.0,4.0,Comercial_Digital,18.63,0
12492,20915.0,60,Servicios,Activa,560,675.0,4.0,Comercial_Norte,17.3,0
12493,24477.0,77,Manufactura,Activa,568,675.0,8.0,Comercial_Digital,16.98,0
12494,115255.0,42,Comercio,Activa,279,450.0,3.0,Comercial_Digital,20.12,0
12495,13290.0,116,Agricultura,Activa,764,469.0,6.0,Comercial_Norte,20.02,0
12496,69603.0,109,Servicios,Activa,138,392.0,4.0,Comercial_Digital,18.72,0
12497,29052.0,81,Servicios,Activa,806,757.0,6.0,Comercial_Sur,17.24,0
12498,29033.0,71,Comercio,Activa,246,516.0,7.0,Comercial_Sur,18.89,0
12499,68343.0,28,Comercio,Activa,682,587.0,5.0,Comercial_Sur,18.37,0
12500,47669.0,102,Comercio,Activa,564,493.0,,Unidad_Activos_Especiales,19.71,1
12501,57325.0,13,Comercio,Activa,176,699.0,6.0,Comercial_Norte,15.91,0
12502,78791.0,81,Comercio,Activa,891,666.0,1.0,Comercial_Sur,17.11,0
12503,27860.0,15,Comercio,Activa,912,591.0,,Unidad_Activos_Especiales,17.13,1
12504,22253.0,36,Servicios,Activa,875,519.0,2.0,Comercial_Norte,19.12,0
12505,15243.0,92,Comercio,Activa,555,668.0,6.0,Comercial_Norte,17.05,0
12506,18764.0,15,Manufactura,Activa,528,693.0,4.0,Comercial_Norte,16.31,0
12507,384337.0,110,Comercio,Activa,229,665.0,4.0,Comercial_Sur,17.08,0
12508,98296.0,117,Servicios,Activa,422,471.0,3.0,Comercial_Digital,20.57,0
12509,12322.0,75,Servicios,Activa,528,487.0,5.0,Comercial_Digital,20.85,0
12510,12607.0,56,Servicios,Activa,765,774.0,0.0,Comercial_Sur,17.41,0
12511,53396.0,95,Comercio,Activa,628,724.0,,Unidad_Activos_Especiales,16.79,1
12512,56264.0,4,Servicios,Activa,649,593.0,4.0,Comercial_Norte,17.81,0
12513,56337.0,99,Comercio,Activa,934,523.0,,Unidad_Activos_Especiales,18.02,1
12514,29615.0,98,Comercio,Activa,156,616.0,-1.0,Comercial_Sur,17.25,0
12515,32848.0,52,Servicios,Activa,260,658.0,4.0,Comercial_Sur,15.77,0
12516,47207.0,91,Manufactura,Activa,961,456.0,4.0,Comercial_Digital,19.87,0
12517,38899.0,10,Servicios,Activa,562,623.0,5.0,Comercial_Sur,17.95,0
12518,6152.0,94,Servicios,Activa,171,497.0,1.0,Comercial_Norte,19.91,0
12519,30217.0,45,Comercio,Activa,449,598.0,2.0,Comercial_Digital,18.22,0
12520,18377.0,84,Comercio,Activa,419,512.0,7.0,Comercial_Norte,19.53,0
12521,41780.0,29,Servicios,Activa,378,465.0,1.0,Unidad_Activos_Especiales,20.33,1
12522,395619.0,53,Servicios,Activa,111,618.0,4.0,Comercial_Digital,18.96,0
12523,48727.0,29,Servicios,Activa,458,538.0,3.0,Comercial_Sur,18.0,0
12524,28259.0,23,Comercio,Activa,862,490.0,3.0,Comercial_Norte,18.96,0
12525,75920.0,57,Comercio,Activa,619,745.0,3.0,Comercial_Norte,17.38,0
12526,53431.0,50,Manufactura,Activa,556,492.0,3.0,Comercial_Norte,18.95,0
12527,50822.0,21,Agricultura,Activa,905,299.0,3.0,Unidad_Activos_Especiales,23.86,1
12528,59011.0,112,Comercio,Activa,132,657.0,6.0,Comercial_Digital,18.44,0
12529,188195.0,43,Servicios,Activa,531,571.0,3.0,Comercial_Norte,17.86,0
12530,14695.0,10,Servicios,Activa,452,597.0,2.0,Comercial_Norte,18.3,0
12531,53046.0,105,Servicios,Activa,400,616.0,4.0,Comercial_Digital,18.35,0
12532,17307.0,76,Agricultura,Activa,174,727.0,2.0,Comercial_Sur,18.0,0
12533,56637.0,30,Manufactura,Activa,974,786.0,2.0,Comercial_Sur,15.16,0
12534,17414.0,51,Manufactura,Activa,342,625.0,7.0,Comercial_Norte,17.54,0
12535,26007.0,33,Comercio,Activa,470,482.0,4.0,Comercial_Sur,20.53,0
12536,28679.0,18,Comercio,Activa,398,615.0,1.0,Comercial_Digital,17.04,0
12537,79273.0,78,Servicios,Activa,380,659.0,4.0,Comercial_Sur,17.12,0
12538,75717.0,22,Servicios,Activa,626,700.0,4.0,Comercial_Digital,14.33,0
12539,13406.0,64,Manufactura,Activa,621,544.0,4.0,Unidad_Activos_Especiales,21.17,1
12540,37947.0,21,Comercio,Activa,503,544.0,3.0,Comercial_Sur,20.45,0
12541,20585.0,1,Servicios,Activa,371,509.0,1.0,Comercial_Digital,19.35,0
12542,13269.0,113,Servicios,Activa,966,588.0,3.0,Comercial_Digital,17.26,0
12543,30528.0,107,Agricultura,Activa,480,450.0,2.0,Comercial_Norte,19.28,0
12544,28374.0,116,Comercio,Activa,197,639.0,4.0,Comercial_Norte,18.0,0
12545,253058.0,15,Comercio,Activa,312,618.0,5.0,Comercial_Digital,16.82,0
12546,51347.0,36,Comercio,Activa,924,617.0,8.0,Comercial_Digital,16.54,0
12547,12063.0,47,Servicios,Activa,145,672.0,6.0,Comercial_Norte,15.56,0
12548,23114.0,54,Agricultura,Activa,978,745.0,-1.0,Comercial_Digital,15.94,0
12549,82216.0,86,Servicios,Activa,735,523.0,,Unidad_Activos_Especiales,19.4,1
12550,193060.0,32,Manufactura,Activa,603,538.0,,Comercial_Norte,20.88,1
12551,10211.0,58,Comercio,Activa,331,563.0,4.0,Comercial_Digital,17.9,0
12552,8071.0,46,Servicios,Activa,228,585.0,7.0,Unidad_Activos_Especiales,18.79,1
12553,162230.0,54,Manufactura,Activa,892,529.0,2.0,Unidad_Activos_Especiales,18.37,1
12554,49597.0,33,Manufactura,Activa,411,716.0,2.0,Comercial_Norte,15.4,0
12555,18131.0,105,Tecnología,Activa,145,713.0,4.0,Comercial_Norte,16.76,0
12556,55698.0,39,Servicios,Activa,545,632.0,4.0,Comercial_Norte,18.54,0
12557,4409.0,23,Comercio,Activa,561,522.0,6.0,Unidad_Activos_Especiales,19.0,1
12558,36414.0,43,Agricultura,Activa,544,573.0,4.0,Comercial_Digital,17.11,0
12559,47205.0,55,Tecnología,Activa,875,648.0,4.0,Comercial_Norte,18.06,0
12560,76071.0,2,Agricultura,Activa,652,648.0,9.0,Comercial_Norte,17.81,0
12561,16137.0,66,Manufactura,Activa,242,573.0,2.0,Comercial_Digital,19.03,0
12562,38892.0,38,Comercio,Activa,655,629.0,7.0,Comercial_Norte,19.35,0
12563,17321.0,119,Comercio,Activa,949,523.0,5.0,Comercial_Sur,18.29,0
12564,44547.0,115,Manufactura,Activa,354,575.0,,Unidad_Activos_Especiales,19.13,1
12565,17743.0,29,Comercio,Activa,740,531.0,5.0,Comercial_Sur,19.67,0
12566,26200.0,116,Tecnología,Activa,210,677.0,2.0,Comercial_Digital,16.83,0
12567,16372.0,110,Servicios,Activa,324,568.0,4.0,Comercial_Norte,18.56,0
12568,61139.0,67,Comercio,Activa,292,767.0,4.0,Comercial_Sur,15.94,0
12569,72169.0,103,Comercio,Activa,216,604.0,5.0,Comercial_Digital,18.57,0
12570,30101.0,71,Comercio,Activa,517,554.0,,Unidad_Activos_Especiales,17.9,1
12571,37444.0,36,Manufactura,Activa,487,460.0,,Comercial_Sur,21.07,0
12572,11397.0,29,Manufactura,Activa,948,741.0,2.0,Comercial_Digital,16.45,0
12573,28574.0,119,Comercio,Activa,485,526.0,3.0,Unidad_Activos_Especiales,18.51,1
12574,34886.0,37,Servicios,Activa,522,704.0,4.0,Comercial_Norte,16.87,1
12575,295562.0,113,Comercio,Activa,354,605.0,2.0,Comercial_Digital,18.41,0
12576,14920.0,100,Comercio,Activa,860,579.0,5.0,Comercial_Sur,18.77,0
12577,117165.0,87,Servicios,Activa,749,549.0,7.0,Comercial_Digital,18.75,0
12578,80619.0,45,Manufactura,Activa,397,664.0,3.0,Comercial_Sur,16.11,0
12579,45456.0,16,Agricultura,Activa,656,652.0,4.0,Comercial_Norte,16.39,0
12580,148286.0,112,Servicios,Activa,712,467.0,5.0,Comercial_Digital,21.66,0
12581,48907.0,31,Comercio,Activa,509,543.0,6.0,Comercial_Sur,18.93,0
12582,49579.0,34,Agricultura,Activa,894,602.0,,Unidad_Activos_Especiales,18.96,1
12583,34805.0,50,Servicios,Activa,778,536.0,1.0,Comercial_Norte,19.04,0
12584,96650.0,65,Servicios,Activa,896,518.0,7.0,Comercial_Digital,18.18,0
12585,87306.0,82,Agricultura,Activa,465,620.0,3.0,Comercial_Digital,18.27,0
12586,22015.0,62,Servicios,Activa,565,609.0,3.0,Comercial_Norte,17.96,0
12587,12640.0,104,Comercio,Activa,633,554.0,4.0,Comercial_Sur,19.61,0
12588,30872.0,43,Servicios,Activa,470,777.0,4.0,Comercial_Sur,15.16,0
12589,19148.0,56,Servicios,Activa,957,585.0,7.0,Comercial_Sur,17.72,0
12590,34516.0,15,Agricultura,Activa,543,474.0,1.0,Comercial_Sur,17.97,0
12591,97729.0,48,Comercio,Activa,445,438.0,,Comercial_Sur,21.17,0
12592,25189.0,49,Servicios,Activa,791,702.0,8.0,Comercial_Sur,16.81,0
12593,35092.0,81,Agricultura,Activa,696,490.0,1.0,Comercial_Norte,19.09,0
12594,38041.0,44,Comercio,Activa,504,603.0,6.0,Comercial_Sur,18.4,0
12595,71592.0,10,Comercio,Activa,717,443.0,,Unidad_Activos_Especiales,19.35,1
12596,6018.0,20,Comercio,Activa,235,590.0,6.0,Comercial_Norte,20.2,0
12597,22351.0,70,Servicios,Activa,472,635.0,5.0,Comercial_Norte,15.67,0
12598,43003.0,8,Manufactura,Activa,421,463.0,5.0,Comercial_Norte,19.58,0
12599,94851.0,45,Comercio,Activa,325,554.0,3.0,Comercial_Norte,18.38,0
12600,24501.0,34,Comercio,Activa,815,533.0,0.0,Comercial_Sur,18.68,0
12601,8093.0,96,Manufactura,Activa,212,433.0,3.0,Unidad_Activos_Especiales,20.42,1
12602,59621.0,51,Comercio,Activa,117,562.0,,Comercial_Digital,18.54,0
12603,21845.0,118,Comercio,Activa,948,538.0,2.0,Comercial_Norte,19.08,0
12604,14020.0,106,Manufactura,Activa,754,687.0,4.0,Comercial_Norte,16.38,0
12605,22038.0,4,Comercio,Activa,870,528.0,0.0,Comercial_Sur,18.28,0
12606,31332.0,108,Manufactura,Activa,952,645.0,7.0,Comercial_Sur,17.58,0
12607,22386.0,114,Servicios,Activa,694,642.0,4.0,Comercial_Digital,19.35,0
12608,6220.0,39,Servicios,Activa,414,450.0,3.0,Comercial_Norte,19.01,0
12609,74433.0,84,Comercio,Activa,794,549.0,3.0,Comercial_Norte,18.33,0
12610,100700.0,24,Servicios,Activa,221,589.0,4.0,Comercial_Norte,18.72,0
12611,61158.0,88,Agricultura,Activa,515,627.0,2.0,Comercial_Digital,18.94,0
12612,14616.0,55,Servicios,Activa,110,576.0,2.0,Comercial_Digital,21.67,0
12613,30909.0,26,Comercio,Activa,280,704.0,1.0,Comercial_Norte,17.61,0
12614,36127.0,25,Servicios,Activa,512,540.0,,Comercial_Norte,18.15,1
12615,58632.0,36,Servicios,Activa,934,645.0,2.0,Comercial_Digital,18.21,0
12616,61987.0,71,Agricultura,Activa,597,541.0,4.0,Comercial_Sur,19.27,0
12617,20184.0,74,Servicios,Activa,487,646.0,6.0,Comercial_Sur,16.34,0
12618,38778.0,58,Comercio,Activa,319,794.0,1.0,Comercial_Sur,14.65,0
12619,52356.0,111,Comercio,Activa,236,653.0,6.0,Comercial_Norte,15.39,0
12620,116385.0,12,Comercio,Activa,412,710.0,1.0,Comercial_Norte,14.63,0
12621,63806.0,1,Servicios,Activa,265,571.0,4.0,Comercial_Norte,17.75,0
12622,68271.0,116,Comercio,Activa,874,692.0,1.0,Comercial_Digital,16.76,0
12623,38834.0,50,Comercio,Activa,518,701.0,1.0,Comercial_Sur,17.52,0
12624,112237.0,25,Servicios,Activa,530,555.0,,Comercial_Norte,18.35,1
12625,50403.0,80,Comercio,Activa,133,593.0,5.0,Comercial_Digital,17.22,0
12626,18236.0,5,Servicios,Activa,418,450.0,,Comercial_Norte,22.21,0
12627,111602.0,83,Servicios,Activa,364,527.0,2.0,Unidad_Activos_Especiales,17.98,1
12628,63470.0,68,Manufactura,Activa,957,657.0,6.0,Comercial_Digital,16.18,0
12629,25478.0,6,Tecnología,Activa,811,523.0,7.0,Comercial_Sur,18.71,0
12630,24746.0,26,Comercio,Activa,374,473.0,4.0,Comercial_Norte,21.47,0
12631,46040.0,113,Agricultura,Activa,509,540.0,0.0,Unidad_Activos_Especiales,19.62,1
12632,52604.0,103,Comercio,Activa,273,553.0,,Unidad_Activos_Especiales,18.12,1
12633,42524.0,55,Manufactura,Activa,411,465.0,4.0,Comercial_Norte,19.84,0
12634,46586.0,39,Servicios,Activa,365,534.0,,Unidad_Activos_Especiales,18.89,1
12635,141487.0,9,Comercio,Activa,731,629.0,2.0,Comercial_Norte,15.82,0
12636,85582.0,45,Manufactura,Activa,782,732.0,4.0,Comercial_Digital,16.4,0
12637,42299.0,116,Agricultura,Activa,513,552.0,3.0,Comercial_Digital,18.72,0
12638,77115.0,14,Agricultura,Activa,651,809.0,4.0,Comercial_Sur,14.67,0
12639,15899.0,112,Servicios,Activa,583,605.0,2.0,Comercial_Sur,18.21,0
12640,49928.0,55,Manufactura,Activa,282,480.0,8.0,Comercial_Norte,20.58,0
12641,154422.0,9,Comercio,Activa,541,567.0,2.0,Comercial_Digital,18.46,0
12642,30502.0,15,Comercio,Activa,898,489.0,3.0,Comercial_Norte,19.51,0
12643,18433.0,37,Comercio,Activa,555,513.0,,Unidad_Activos_Especiales,20.09,1
12644,21554.0,50,Servicios,Activa,589,647.0,2.0,Comercial_Sur,16.13,0
12645,15188.0,117,Comercio,Activa,146,627.0,1.0,Comercial_Digital,16.32,0
12646,19384.0,84,Servicios,Activa,392,487.0,3.0,Comercial_Digital,19.53,0
12647,27000.0,72,Servicios,Activa,796,475.0,4.0,Comercial_Sur,20.63,0
12648,11796.0,96,Manufactura,Activa,178,572.0,3.0,Unidad_Activos_Especiales,18.34,1
12649,36772.0,111,Manufactura,Activa,284,664.0,,Comercial_Norte,18.05,0
12650,74744.0,21,Manufactura,Activa,710,551.0,4.0,Comercial_Sur,18.49,0
12651,17567.0,57,Manufactura,Activa,998,346.0,5.0,Comercial_Sur,23.43,0
12652,122446.0,105,Manufactura,Activa,768,484.0,-1.0,Comercial_Digital,19.59,0
12653,54646.0,19,Manufactura,Activa,571,699.0,6.0,Comercial_Digital,17.2,0
12654,82823.0,93,Comercio,Activa,656,526.0,5.0,Comercial_Digital,19.86,0
12655,21455.0,58,Servicios,Activa,698,495.0,0.0,Unidad_Activos_Especiales,20.02,1
12656,71942.0,95,Comercio,Activa,428,655.0,6.0,Comercial_Digital,17.31,0
12657,15161.0,118,Manufactura,Activa,613,569.0,6.0,Comercial_Sur,18.26,0
12658,74028.0,6,Comercio,Activa,498,740.0,0.0,Comercial_Sur,16.34,0
12659,41667.0,4,Tecnología,Activa,757,563.0,3.0,Comercial_Norte,19.62,0
12660,56534.0,43,Servicios,Activa,858,514.0,5.0,Comercial_Digital,20.54,0
12661,14179.0,93,Comercio,Activa,768,718.0,,Comercial_Digital,15.59,0
12662,17747.0,42,Servicios,Activa,395,605.0,5.0,Comercial_Sur,17.1,0
12663,58559.0,3,Manufactura,Activa,102,492.0,3.0,Comercial_Digital,18.52,0
12664,17006.0,1,Comercio,Activa,836,647.0,2.0,Comercial_Norte,16.06,0
12665,52605.0,108,Servicios,Activa,413,571.0,1.0,Comercial_Digital,18.86,0
12666,12165.0,55,Comercio,Activa,426,485.0,2.0,Comercial_Norte,20.31,0
12667,71578.0,15,Manufactura,Activa,449,610.0,5.0,Comercial_Sur,19.11,0
12668,13548.0,47,Comercio,Activa,318,584.0,6.0,Comercial_Norte,18.29,0
12669,56491.0,85,Comercio,Activa,777,431.0,3.0,Comercial_Norte,20.19,0
12670,59904.0,46,Servicios,Activa,768,494.0,6.0,Comercial_Norte,21.48,0
12671,20797.0,58,Comercio,Activa,770,787.0,5.0,Comercial_Norte,14.89,0
12672,57851.0,95,Agricultura,Activa,737,608.0,9.0,Comercial_Sur,16.55,0
12673,44728.0,71,Servicios,Activa,804,735.0,0.0,Comercial_Norte,15.31,0
12674,23598.0,81,Comercio,Activa,972,631.0,4.0,Comercial_Sur,16.62,0
12675,16206.0,83,Manufactura,Activa,398,724.0,4.0,Comercial_Digital,17.1,0
12676,7555.0,39,Agricultura,Activa,766,656.0,8.0,Comercial_Digital,16.36,0
12677,48037.0,3,Agricultura,Activa,254,505.0,1.0,Comercial_Digital,20.89,0
12678,10385.0,30,Servicios,Activa,729,661.0,2.0,Comercial_Digital,17.12,0
12679,39194.0,35,Comercio,Activa,424,505.0,4.0,Comercial_Sur,19.7,0
12680,29414.0,57,Agricultura,Activa,102,693.0,,Comercial_Sur,17.54,0
12681,62525.0,29,Comercio,Activa,768,622.0,4.0,Comercial_Digital,18.74,0
12682,28520.0,50,Manufactura,Activa,970,602.0,1.0,Comercial_Norte,17.69,0
12683,27902.0,62,Comercio,Activa,752,556.0,6.0,Comercial_Digital,19.77,0
12684,65218.0,52,Servicios,Activa,964,680.0,7.0,Comercial_Digital,17.01,0
12685,47479.0,118,Tecnología,Activa,159,584.0,7.0,Comercial_Digital,18.7,0
12686,46767.0,14,Servicios,Activa,695,409.0,4.0,Comercial_Sur,19.23,0
12687,52861.0,35,Servicios,Activa,934,429.0,4.0,Comercial_Digital,21.24,0
12688,10631.0,28,Comercio,Activa,297,473.0,4.0,Comercial_Digital,18.92,0
12689,66532.0,58,Comercio,Activa,462,678.0,6.0,Comercial_Digital,18.19,0
12690,59277.0,30,Comercio,Activa,948,686.0,7.0,Comercial_Sur,18.82,0
12691,16101.0,90,Agricultura,Activa,990,632.0,5.0,Comercial_Digital,16.2,0
12692,29874.0,7,Servicios,Activa,914,631.0,4.0,Comercial_Digital,19.01,0
12693,35191.0,39,Comercio,Activa,708,745.0,5.0,Comercial_Norte,16.35,0
12694,32611.0,95,Comercio,Activa,260,634.0,4.0,Comercial_Digital,16.96,0
12695,47434.0,69,Manufactura,Activa,617,664.0,1.0,Comercial_Sur,15.39,0
12696,114130.0,35,Comercio,Activa,985,599.0,3.0,Comercial_Norte,14.87,0
12697,86285.0,114,Comercio,Activa,547,554.0,,Comercial_Digital,19.85,0
12698,12711.0,111,Servicios,Activa,588,572.0,,Comercial_Sur,19.66,0
12699,59734.0,52,Comercio,Activa,945,735.0,2.0,Unidad_Activos_Especiales,15.4,1
12700,105150.0,14,Comercio,Activa,554,491.0,5.0,Comercial_Norte,18.83,0
12701,49486.0,63,Tecnología,Activa,937,631.0,5.0,Comercial_Sur,17.56,0
12702,86924.0,36,Servicios,Activa,422,448.0,5.0,Comercial_Norte,20.2,0
12703,181646.0,91,Manufactura,Activa,968,539.0,,Comercial_Digital,19.89,0
12704,82369.0,24,Servicios,Activa,505,677.0,3.0,Comercial_Digital,16.84,0
12705,44331.0,40,Comercio,Activa,555,419.0,5.0,Comercial_Digital,21.7,0
12706,83790.0,29,Manufactura,Activa,891,690.0,2.0,Comercial_Digital,15.97,0
12707,40779.0,53,Comercio,Activa,304,805.0,1.0,Comercial_Norte,15.13,0
12708,37017.0,109,Agricultura,Activa,420,637.0,5.0,Comercial_Norte,18.13,0
12709,27416.0,22,Comercio,Activa,854,726.0,4.0,Comercial_Norte,15.79,0
12710,126846.0,72,Tecnología,Activa,280,625.0,7.0,Comercial_Norte,17.54,0
12711,18869.0,15,Manufactura,Activa,227,671.0,2.0,Comercial_Norte,18.9,0
12712,123735.0,113,Comercio,Activa,199,645.0,6.0,Comercial_Norte,18.7,0
12713,54170.0,69,Comercio,Activa,899,549.0,3.0,Comercial_Digital,17.58,0
12714,11856.0,116,Comercio,Activa,680,540.0,6.0,Comercial_Norte,19.2,0
12715,48733.0,64,Comercio,Activa,426,718.0,1.0,Comercial_Sur,14.27,0
12716,6768.0,4,Servicios,Activa,341,596.0,1.0,Comercial_Sur,18.52,0
12717,59898.0,75,Servicios,Activa,144,586.0,5.0,Comercial_Sur,17.36,0
12718,73731.0,18,Servicios,Activa,131,584.0,3.0,Comercial_Norte,18.04,0
12719,22609.0,42,Comercio,Activa,639,631.0,4.0,Comercial_Digital,18.12,0
12720,40088.0,113,Comercio,Activa,452,481.0,2.0,Comercial_Sur,20.06,0
12721,173395.0,30,Servicios,Activa,849,512.0,5.0,Unidad_Activos_Especiales,18.5,1
12722,24231.0,15,Manufactura,Activa,881,631.0,7.0,Comercial_Digital,16.2,0
12723,15566.0,70,Comercio,Activa,752,472.0,6.0,Comercial_Norte,20.34,0
12724,118816.0,55,Comercio,Activa,533,621.0,3.0,Comercial_Norte,16.97,0
12725,174568.0,53,Comercio,Activa,267,510.0,1.0,Comercial_Sur,19.1,0
12726,36423.0,16,Servicios,Activa,996,631.0,4.0,Comercial_Sur,16.31,0
12727,81566.0,111,Servicios,Activa,530,816.0,6.0,Comercial_Sur,12.46,0
12728,106211.0,104,Servicios,Activa,212,588.0,1.0,Comercial_Sur,18.8,0
12729,20051.0,73,Agricultura,Activa,724,492.0,5.0,Comercial_Sur,19.16,0
12730,24631.0,107,Servicios,Activa,574,624.0,8.0,Comercial_Norte,16.87,0
12731,97217.0,34,Comercio,Activa,385,647.0,5.0,Comercial_Norte,18.68,0
12732,139806.0,27,Comercio,Activa,645,506.0,1.0,Comercial_Digital,20.22,0
12733,56971.0,13,Servicios,Activa,657,428.0,2.0,Comercial_Sur,20.98,0
12734,17964.0,100,Manufactura,Activa,100,507.0,3.0,Comercial_Sur,19.49,0
12735,178020.0,27,Agricultura,Activa,517,595.0,4.0,Comercial_Sur,16.74,0
12736,23747.0,73,Comercio,Activa,286,554.0,5.0,Comercial_Sur,19.24,0
12737,27775.0,69,Comercio,Activa,548,708.0,5.0,Comercial_Sur,17.64,0
12738,47756.0,115,Agricultura,Activa,781,652.0,3.0,Comercial_Norte,17.19,0
12739,125911.0,86,Comercio,Activa,853,610.0,5.0,Comercial_Norte,19.02,0
12740,71911.0,31,Manufactura,Activa,374,426.0,2.0,Comercial_Sur,19.75,0
12741,50609.0,3,Servicios,Activa,122,663.0,3.0,Comercial_Norte,15.56,0
12742,52608.0,30,Servicios,Activa,165,798.0,6.0,Comercial_Sur,14.42,0
12743,37602.0,21,Comercio,Activa,486,686.0,5.0,Comercial_Digital,16.93,0
12744,56756.0,99,Servicios,Activa,185,534.0,5.0,Comercial_Sur,18.99,0
12745,4800.0,6,Manufactura,Activa,811,586.0,2.0,Comercial_Digital,17.92,0
12746,28644.0,92,Servicios,Activa,186,646.0,4.0,Comercial_Digital,17.84,0
12747,44049.0,32,Servicios,Activa,427,669.0,,Unidad_Activos_Especiales,16.86,1
12748,14461.0,42,Manufactura,Activa,956,529.0,5.0,Comercial_Sur,17.66,0
12749,49467.0,101,Servicios,Activa,838,483.0,6.0,Unidad_Activos_Especiales,20.26,1
12750,30836.0,62,Manufactura,Activa,722,596.0,4.0,Comercial_Norte,17.41,0
12751,147913.0,89,Comercio,Activa,238,587.0,7.0,Comercial_Digital,18.34,0
12752,127825.0,32,Agricultura,Activa,908,679.0,0.0,Comercial_Sur,16.44,0
12753,25018.0,99,Comercio,Activa,334,626.0,3.0,Comercial_Norte,16.2,0
12754,32187.0,86,Comercio,Activa,873,460.0,6.0,Comercial_Norte,20.45,0
